dept_no,dept_name,emp_no,last_name,first_name,to_date
d005,Development,419726,Bellone,Rosita,1/1/9999
d005,Development,419748,Rindone,Jixiang,1/1/9999
d005,Development,419753,Ebeling,Divine,1/1/9999
d007,Sales,419767,Penz,Uma,1/1/9999
d009,Customer Service,419767,Penz,Uma,1/1/9999
d005,Development,419770,Weedman,Tadahiro,1/1/9999
d007,Sales,419781,Karnin,Jordanka,1/1/9999
d001,Marketing,419783,Puppo,Kwun,1/1/9999
d005,Development,419787,Bahl,Shahar,1/1/9999
d004,Production,419803,Molenkamp,Karlis,1/1/9999
d007,Sales,419818,Emiris,Sanjoy,1/1/9999
d004,Production,419828,Skogmar,Nectarios,1/1/9999
d002,Finance,419835,Oppitz,Kauko,1/1/9999
d002,Finance,419837,Morrey,Poornachandra,1/1/9999
d004,Production,419840,Zultner,Chiranjit,1/1/9999
d007,Sales,419844,Blokdijk,Yefim,1/1/9999
d004,Production,419860,Gide,Behnaam,1/1/9999
d004,Production,419862,Bressoud,Odinaldo,1/1/9999
d004,Production,419874,Zeleznik,Kinh,1/1/9999
d006,Quality Management,419874,Zeleznik,Kinh,1/1/9999
d004,Production,419884,Dichev,Heejo,1/1/9999
d004,Production,419891,Setia,Kazuyasu,1/1/9999
d004,Production,419892,Rubsam,Eric,1/1/9999
d001,Marketing,419898,Merkl,Zhanqiu,1/1/9999
d001,Marketing,419903,Merro,Conor,1/1/9999
d007,Sales,419907,Rajaraman,Tayeb,1/1/9999
d007,Sales,419911,Hofstetter,Seongbin,1/1/9999
d005,Development,419912,Kolvik,Jeanne,1/1/9999
d008,Research,419912,Kolvik,Jeanne,1/1/9999
d004,Production,419931,Koblick,Yishay,1/1/9999
d006,Quality Management,419931,Koblick,Yishay,1/1/9999
d005,Development,419954,Katalagarianos,Yakkov,1/1/9999
d005,Development,419960,Heping,Chikako,1/1/9999
d004,Production,419962,Gubsky,Fei,1/1/9999
d001,Marketing,419968,Strehl,Margareta,1/1/9999
d005,Development,419986,Belinskaya,Cristinel,1/1/9999
d007,Sales,419992,Kenevan,Mototsugu,1/1/9999
d004,Production,420004,Benaini,Uriel,1/1/9999
d002,Finance,420013,Syang,Pranav,1/1/9999
d007,Sales,420013,Syang,Pranav,1/1/9999
d001,Marketing,420030,Vidal,Arun,1/1/9999
d007,Sales,420030,Vidal,Arun,1/1/9999
d005,Development,420032,Godskesen,Frederique,1/1/9999
d007,Sales,420034,Beilner,Pascal,1/1/9999
d004,Production,420040,Ghelli,Minghong,1/1/9999
d004,Production,420045,Tasistro,Baziley,1/1/9999
d002,Finance,420048,Kalafatis,Khue,1/1/9999
d005,Development,420053,Chimia,Kaijung,1/1/9999
d004,Production,420054,Iivonen,Arif,1/1/9999
d004,Production,420066,Jumpertz,Chinho,1/1/9999
d009,Customer Service,420066,Jumpertz,Chinho,1/1/9999
d005,Development,420073,DeMori,Spyrose,1/1/9999
d004,Production,420074,Gire,Kerryn,1/1/9999
d005,Development,420074,Gire,Kerryn,1/1/9999
d005,Development,420092,Impagliazzo,Prodip,1/1/9999
d008,Research,420092,Impagliazzo,Prodip,1/1/9999
d008,Research,420114,Heydon,Sarita,1/1/9999
d008,Research,420125,Itschner,Yongmao,1/1/9999
d008,Research,420129,Vrecion,Elvis,1/1/9999
d006,Quality Management,420160,Ruther,Berhard,1/1/9999
d002,Finance,420180,Feinberg,Van,1/1/9999
d005,Development,420192,Cooke,Tadahiro,1/1/9999
d004,Production,420213,Compeau,Jungsoon,1/1/9999
d006,Quality Management,420216,Kalefeld,Arumugam,1/1/9999
d008,Research,420217,Streit,Maren,1/1/9999
d007,Sales,420232,Heystek,Claudi,1/1/9999
d005,Development,420242,Hanratty,Nalini,1/1/9999
d009,Customer Service,420243,Lunt,Chenyi,1/1/9999
d003,Human Resources,420256,Maraist,Wilmer,1/1/9999
d005,Development,420314,Demke,Oguz,1/1/9999
d009,Customer Service,420314,Demke,Oguz,1/1/9999
d005,Development,420315,Zallocco,Ziyad,1/1/9999
d009,Customer Service,420337,Ranum,Abdulah,1/1/9999
d008,Research,420341,Dalton,Dekang,1/1/9999
d003,Human Resources,420346,Gihr,Chikako,1/1/9999
d007,Sales,420352,Krohn,Matk,1/1/9999
d007,Sales,420358,Ressouche,Huei,1/1/9999
d001,Marketing,420362,Cooley,Uinam,1/1/9999
d007,Sales,420362,Cooley,Uinam,1/1/9999
d007,Sales,420363,Garrabrants,Seongbae,1/1/9999
d004,Production,420369,Prampolini,Hisao,1/1/9999
d004,Production,420371,Deverell,Muneo,1/1/9999
d002,Finance,420381,Szmurlo,Kitty,1/1/9999
d003,Human Resources,420381,Szmurlo,Kitty,1/1/9999
d008,Research,420382,Lieberherr,Wanqing,1/1/9999
d004,Production,420383,Chelton,Shushma,1/1/9999
d001,Marketing,420390,Pillow,Mostafa,1/1/9999
d007,Sales,420390,Pillow,Mostafa,1/1/9999
d007,Sales,420394,Worfolk,Khun,1/1/9999
d002,Finance,420402,Rosca,Arve,1/1/9999
d009,Customer Service,420404,Lovengreen,Oksana,1/1/9999
d004,Production,420420,Bressoud,Mayuko,1/1/9999
d005,Development,420423,Guerreiro,Niclas,1/1/9999
d008,Research,420428,Francisci,Behnaam,1/1/9999
d003,Human Resources,420446,Emden,Giordano,1/1/9999
d005,Development,420492,Versino,Arie,1/1/9999
d004,Production,420493,Albarhamtoshy,Yuriy,1/1/9999
d009,Customer Service,420493,Albarhamtoshy,Yuriy,1/1/9999
d004,Production,420498,Sullins,Moti,1/1/9999
d007,Sales,420499,Picaronny,Alenka,1/1/9999
d007,Sales,420509,Mahmud,Dzung,1/1/9999
d005,Development,420520,Antonisse,Shan,1/1/9999
d005,Development,420522,Kadhim,Tua,1/1/9999
d004,Production,420528,Driscoll,Geraldo,1/1/9999
d004,Production,420532,Buchter,Zdislav,1/1/9999
d005,Development,420532,Buchter,Zdislav,1/1/9999
d008,Research,420547,Ashish,Danae,1/1/9999
d003,Human Resources,420552,Zeidenstein,Shahab,1/1/9999
d007,Sales,420562,Danner,Anoosh,1/1/9999
d004,Production,420567,Kambil,Masali,1/1/9999
d004,Production,420578,Kalsbeek,Francoise,1/1/9999
d004,Production,420596,Gadepally,Tianruo,1/1/9999
d009,Customer Service,420596,Gadepally,Tianruo,1/1/9999
d004,Production,420597,Bamford,Ferdinand,1/1/9999
d001,Marketing,420617,Gilg,Xiahua,1/1/9999
d005,Development,420621,Erni,Stella,1/1/9999
d007,Sales,420622,Katzenelson,Susanna,1/1/9999
d005,Development,420647,Ranum,Shooichi,1/1/9999
d005,Development,420649,Gyorkos,Vitali,1/1/9999
d002,Finance,420661,Speckmann,Bowen,1/1/9999
d005,Development,420669,Nollmann,Alenka,1/1/9999
d009,Customer Service,420679,Ghandeharizadeh,Rosalyn,1/1/9999
d005,Development,420682,Krohn,Yurij,1/1/9999
d007,Sales,420684,Percebois,Stein,1/1/9999
d005,Development,420710,Sifakis,Zhiwei,1/1/9999
d005,Development,420712,Plump,Josyula,1/1/9999
d004,Production,420716,Middleton,Masasuke,1/1/9999
d006,Quality Management,420716,Middleton,Masasuke,1/1/9999
d004,Production,420747,Maccarone,Weicheng,1/1/9999
d004,Production,420768,Cyne,Mary,1/1/9999
d008,Research,420770,Pietrzykowski,Candido,1/1/9999
d004,Production,420798,Ebeling,Berthier,1/1/9999
d001,Marketing,420801,Speek,Khosrow,1/1/9999
d005,Development,420809,Buchter,Sverrir,1/1/9999
d005,Development,420816,Benner,Vitali,1/1/9999
d004,Production,420819,Zambonelli,Dipayan,1/1/9999
d006,Quality Management,420819,Zambonelli,Dipayan,1/1/9999
d005,Development,420822,Whitcomb,Becky,1/1/9999
d004,Production,420829,Klassen,Heekeun,1/1/9999
d008,Research,420838,Schaar,Elvia,1/1/9999
d001,Marketing,420839,Levergood,Randi,1/1/9999
d005,Development,420853,Bojadziev,Murthy,1/1/9999
d007,Sales,420874,Hiyoshi,Jinya,1/1/9999
d001,Marketing,420899,Kitsuregawa,Ortrud,1/1/9999
d003,Human Resources,420902,Hutton,Yishai,1/1/9999
d004,Production,420909,Plump,Heeju,1/1/9999
d004,Production,420913,Tibblin,Poornachandra,1/1/9999
d009,Customer Service,420913,Tibblin,Poornachandra,1/1/9999
d004,Production,420916,Gischer,Kwangho,1/1/9999
d007,Sales,420922,Schwartzburd,Peer,1/1/9999
d005,Development,420933,Kroon,Gila,1/1/9999
d004,Production,420944,Rajala,Francesca,1/1/9999
d009,Customer Service,420944,Rajala,Francesca,1/1/9999
d004,Production,420950,Feldhoffer,Bouchung,1/1/9999
d007,Sales,420951,Ventosa,Moriyoshi,1/1/9999
d005,Development,420960,Chenoweth,Ebbe,1/1/9999
d004,Production,420963,Schnabel,Leaf,1/1/9999
d009,Customer Service,420963,Schnabel,Leaf,1/1/9999
d006,Quality Management,420982,Laurillard,Serge,1/1/9999
d004,Production,420988,Itzigehl,Chuanyi,1/1/9999
d005,Development,420997,Gill,Maik,1/1/9999
d001,Marketing,421011,Thorelli,Masamitsu,1/1/9999
d003,Human Resources,421011,Thorelli,Masamitsu,1/1/9999
d006,Quality Management,421024,Strehl,Shuky,1/1/9999
d004,Production,421032,Trachtenberg,Aemilian,1/1/9999
d008,Research,421032,Trachtenberg,Aemilian,1/1/9999
d005,Development,421040,Moehrke,Chuanyi,1/1/9999
d005,Development,421043,Piveteau,Vidya,1/1/9999
d008,Research,421046,Swiss,Olivera,1/1/9999
d005,Development,421050,Olivero,Zita,1/1/9999
d005,Development,421051,Wendorf,Sachem,1/1/9999
d005,Development,421076,Gecseg,Clyde,1/1/9999
d005,Development,421089,Peternell,Jouni,1/1/9999
d004,Production,421095,Baca,Arto,1/1/9999
d007,Sales,421108,Gulla,Krister,1/1/9999
d007,Sales,421111,Benzmuller,Ziva,1/1/9999
d004,Production,421118,Quaggetto,Jessie,1/1/9999
d009,Customer Service,421119,Moffat,Arto,1/1/9999
d007,Sales,421122,Schnelling,Danny,1/1/9999
d009,Customer Service,421128,Polupanov,Faiza,1/1/9999
d005,Development,421133,Brizzi,Francesca,1/1/9999
d004,Production,421162,Cherinka,Krister,1/1/9999
d004,Production,421167,Talmon,Karoline,1/1/9999
d007,Sales,421172,Danley,Heejo,1/1/9999
d002,Finance,421180,Lindenbaum,Pranay,1/1/9999
d003,Human Resources,421180,Lindenbaum,Pranay,1/1/9999
d004,Production,421189,Heering,Hideyuki,1/1/9999
d005,Development,421199,Laurillard,Irene,1/1/9999
d004,Production,421205,Scallan,Kensyu,1/1/9999
d001,Marketing,421222,Cappello,Atreyi,1/1/9999
d005,Development,421228,Verhaegen,Kirk,1/1/9999
d001,Marketing,421243,Neimat,Renny,1/1/9999
d007,Sales,421244,Ladret,Ortrun,1/1/9999
d004,Production,421249,Raoux,Francesca,1/1/9999
d005,Development,421249,Raoux,Francesca,1/1/9999
d007,Sales,421251,Assaf,Fumitaka,1/1/9999
d003,Human Resources,421275,Bressoud,Gaurav,1/1/9999
d009,Customer Service,421289,Cronan,Remko,1/1/9999
d006,Quality Management,421296,Krogh,Guttorm,1/1/9999
d005,Development,421300,Chimia,Arumugam,1/1/9999
d002,Finance,421301,Quadeer,Xiaocheng,1/1/9999
d005,Development,421304,Acton,Kwee,1/1/9999
d004,Production,421318,Serna,Filipp,1/1/9999
d007,Sales,421319,Maccarone,Ranga,1/1/9999
d004,Production,421324,Heuter,Boaz,1/1/9999
d009,Customer Service,421324,Heuter,Boaz,1/1/9999
d006,Quality Management,421326,Covnot,Val,1/1/9999
d001,Marketing,421337,Kavraki,Mabo,1/1/9999
d004,Production,421345,Hartvigsen,Salvador,1/1/9999
d005,Development,421347,Bahk,Erzsebet,1/1/9999
d005,Development,421358,Litecky,KayLiang,1/1/9999
d007,Sales,421364,Ramalingam,Huican,1/1/9999
d003,Human Resources,421372,Trachtenberg,Guoxiang,1/1/9999
d007,Sales,421376,Ranon,Weijing,1/1/9999
d007,Sales,421388,Bernatsky,Elzbieta,1/1/9999
d005,Development,421392,Bazzichi,Seongbin,1/1/9999
d008,Research,421392,Bazzichi,Seongbin,1/1/9999
d003,Human Resources,421395,Wissmann,Edwin,1/1/9999
d004,Production,421401,Litzler,Jaewon,1/1/9999
d009,Customer Service,421401,Litzler,Jaewon,1/1/9999
d008,Research,421404,Dalton,Tooru,1/1/9999
d005,Development,421410,Schiper,Xiaoshan,1/1/9999
d004,Production,421435,Tibblin,Tze,1/1/9999
d005,Development,421455,Feldmann,Trygve,1/1/9999
d004,Production,421461,Veeraraghavan,Francoise,1/1/9999
d005,Development,421461,Veeraraghavan,Francoise,1/1/9999
d005,Development,421465,Pouyioutas,Yongqiao,1/1/9999
d005,Development,421469,Oxenboll,Seongbae,1/1/9999
d005,Development,421484,Masaki,Poornachandra,1/1/9999
d005,Development,421490,Heering,Zsolt,1/1/9999
d004,Production,421499,Danecki,Billie,1/1/9999
d009,Customer Service,421520,Sabnani,Lene,1/1/9999
d005,Development,421526,Christianini,Syozo,1/1/9999
d004,Production,421528,Smeets,Bernardo,1/1/9999
d004,Production,421536,Prochazka,Sumali,1/1/9999
d007,Sales,421540,Ranon,Annemarie,1/1/9999
d002,Finance,421543,Haddadi,Volkmar,1/1/9999
d005,Development,421546,Flanders,Barun,1/1/9999
d005,Development,421549,Remmers,Arvin,1/1/9999
d004,Production,421554,Asser,Fei,1/1/9999
d007,Sales,421570,Taubenfeld,Shuji,1/1/9999
d005,Development,421575,Farrag,JoAnne,1/1/9999
d007,Sales,421654,Ciolek,Claude,1/1/9999
d004,Production,421656,Morton,Shaleah,1/1/9999
d002,Finance,421697,Iwayama,Marko,1/1/9999
d007,Sales,421697,Iwayama,Marko,1/1/9999
d007,Sales,421698,Billawala,Flemming,1/1/9999
d005,Development,421712,Grandbois,Marla,1/1/9999
d009,Customer Service,421720,Erde,Thodoros,1/1/9999
d009,Customer Service,421723,Olano,Ymte,1/1/9999
d005,Development,421730,Feldhoffer,Vishwani,1/1/9999
d006,Quality Management,421739,Bisiani,Shahar,1/1/9999
d005,Development,421740,Jarecki,Shin,1/1/9999
d005,Development,421749,Calkin,Dietrich,1/1/9999
d009,Customer Service,421754,Matzen,Pasqua,1/1/9999
d002,Finance,421775,Baak,Gretta,1/1/9999
d007,Sales,421775,Baak,Gretta,1/1/9999
d005,Development,421787,Lunn,Yifei,1/1/9999
d003,Human Resources,421792,Maliniak,Bernt,1/1/9999
d007,Sales,421796,Apsitis,Yakkov,1/1/9999
d002,Finance,421801,McConalogue,Jeanna,1/1/9999
d005,Development,421822,Rodham,Mario,1/1/9999
d004,Production,421832,Brizzi,Leszek,1/1/9999
d008,Research,421836,Eugenio,Phuoc,1/1/9999
d008,Research,421839,Bennet,Rosli,1/1/9999
d005,Development,421846,Einsfeld,Gunilla,1/1/9999
d005,Development,421849,Pileggi,Zhenhua,1/1/9999
d005,Development,421856,Suomi,Mona,1/1/9999
d004,Production,421860,Cyre,Masali,1/1/9999
d004,Production,421871,Chachaty,Mohua,1/1/9999
d008,Research,421876,Rijckaert,Tzu,1/1/9999
d005,Development,421886,Gelosh,Holgard,1/1/9999
d006,Quality Management,421896,Chinin,Serif,1/1/9999
d004,Production,421902,Francisci,Ingmar,1/1/9999
d007,Sales,421930,Mateescu,Chiradeep,1/1/9999
d002,Finance,421940,Covnot,Marek,1/1/9999
d002,Finance,421946,Sambasivam,Mohamadou,1/1/9999
d001,Marketing,421948,Chorvat,Marl,1/1/9999
d007,Sales,421948,Chorvat,Marl,1/1/9999
d009,Customer Service,421954,Reeker,Leandro,1/1/9999
d007,Sales,421956,Hedayat,Kotesh,1/1/9999
d009,Customer Service,421963,Setia,Shir,1/1/9999
d007,Sales,421975,Eastman,Hyuckchul,1/1/9999
d007,Sales,421986,Furudate,Gritta,1/1/9999
d004,Production,421994,Cyre,Lubomir,1/1/9999
d005,Development,421999,Perng,Mark,1/1/9999
d004,Production,422001,Nitsche,Georgy,1/1/9999
d004,Production,422009,Vieth,LiMin,1/1/9999
d009,Customer Service,422009,Vieth,LiMin,1/1/9999
d002,Finance,422033,Butterworth,Basim,1/1/9999
d005,Development,422042,Roisin,Domenick,1/1/9999
d004,Production,422046,Parfitt,Kyoichi,1/1/9999
d002,Finance,422049,Oberman,Vesna,1/1/9999
d005,Development,422056,Murrill,Wonhee,1/1/9999
d007,Sales,422057,Shiratori,Mahmut,1/1/9999
d002,Finance,422058,Selenyi,Xiping,1/1/9999
d005,Development,422066,Berendt,Aleksander,1/1/9999
d008,Research,422078,Ratnaker,Yuichiro,1/1/9999
d007,Sales,422083,Kowalchuk,Fusako,1/1/9999
d007,Sales,422084,Ranai,Guenter,1/1/9999
d005,Development,422100,Aingworth,Kotesh,1/1/9999
d007,Sales,422105,Zykh,Yongdong,1/1/9999
d004,Production,422124,Birch,Leandro,1/1/9999
d006,Quality Management,422131,Kleiser,Adin,1/1/9999
d009,Customer Service,422133,Brattka,Collette,1/1/9999
d006,Quality Management,422150,Lundstrom,Felicidad,1/1/9999
d007,Sales,422156,Cardazo,Chikara,1/1/9999
d007,Sales,422161,Riefers,Malu,1/1/9999
d005,Development,422180,Christ,Dekang,1/1/9999
d004,Production,422184,Vesel,Changho,1/1/9999
d005,Development,422184,Vesel,Changho,1/1/9999
d006,Quality Management,422205,Kamber,Mandell,1/1/9999
d006,Quality Management,422208,Constantine,Shietung,1/1/9999
d005,Development,422216,Felcyn,Toshimitsu,1/1/9999
d005,Development,422223,Madeira,Zine,1/1/9999
d005,Development,422227,Brizzi,Francoise,1/1/9999
d005,Development,422229,Kawashima,Subbu,1/1/9999
d003,Human Resources,422233,Koshino,Aemilian,1/1/9999
d004,Production,422238,Kaltofen,Masoud,1/1/9999
d005,Development,422241,Ponthieu,Roselyn,1/1/9999
d001,Marketing,422244,Zeilberger,Leon,1/1/9999
d008,Research,422245,Ginneken,Utz,1/1/9999
d007,Sales,422246,Kusakari,Francesca,1/1/9999
d004,Production,422296,Birch,Kazuhide,1/1/9999
d005,Development,422304,Warwick,Manton,1/1/9999
d005,Development,422323,Luca,Kauko,1/1/9999
d002,Finance,422338,Rindone,Sachem,1/1/9999
d006,Quality Management,422340,Lorcy,Halsur,1/1/9999
d004,Production,422342,Schahn,Mario,1/1/9999
d007,Sales,422349,Straney,Mani,1/1/9999
d004,Production,422357,Berztiss,Parto,1/1/9999
d006,Quality Management,422357,Berztiss,Parto,1/1/9999
d007,Sales,422363,Pramanik,Tetsurou,1/1/9999
d006,Quality Management,422379,Kabayashi,Yongmin,1/1/9999
d005,Development,422380,Kawashimo,Mamdouh,1/1/9999
d002,Finance,422381,Merkl,Aran,1/1/9999
d004,Production,422388,Godskesen,Atilio,1/1/9999
d005,Development,422389,Suwa,Ramachenga,1/1/9999
d005,Development,422390,Gist,Jiann,1/1/9999
d005,Development,422393,Schapire,Ramya,1/1/9999
d003,Human Resources,422402,Wiegley,Shugo,1/1/9999
d004,Production,422447,Peres,Falguni,1/1/9999
d002,Finance,422454,McAlpine,Nechama,1/1/9999
d005,Development,422461,Beetstra,Ebbe,1/1/9999
d009,Customer Service,422463,Benzaken,Kellyn,1/1/9999
d007,Sales,422470,Androutsos,Arvin,1/1/9999
d006,Quality Management,422481,Fujisaki,Irene,1/1/9999
d007,Sales,422506,Lambe,Patricio,1/1/9999
d002,Finance,422511,Zaumen,Zijian,1/1/9999
d003,Human Resources,422511,Zaumen,Zijian,1/1/9999
d001,Marketing,422514,Mitzlaff,Dharmaraja,1/1/9999
d005,Development,422537,Denis,Khue,1/1/9999
d007,Sales,422542,Steenbeek,Bojan,1/1/9999
d007,Sales,422558,Negoita,Aris,1/1/9999
d004,Production,422566,Erva,Adly,1/1/9999
d009,Customer Service,422566,Erva,Adly,1/1/9999
d005,Development,422573,Anily,Jianhao,1/1/9999
d005,Development,422577,Henseler,Vasilis,1/1/9999
d005,Development,422587,Speek,Mohit,1/1/9999
d004,Production,422588,Gimarc,Abdelghani,1/1/9999
d006,Quality Management,422614,Wuwongse,Anneke,1/1/9999
d002,Finance,422619,Bottner,Aron,1/1/9999
d007,Sales,422631,Lorin,Richara,1/1/9999
d009,Customer Service,422636,Schreiter,Bouchung,1/1/9999
d004,Production,422638,Schwaller,Susanta,1/1/9999
d003,Human Resources,422639,Munawer,Pascal,1/1/9999
d007,Sales,422641,Hasham,Padma,1/1/9999
d005,Development,422646,Peltason,Alexius,1/1/9999
d007,Sales,422665,Edelhoff,Arunachalam,1/1/9999
d004,Production,422671,Basagni,Ronghao,1/1/9999
d002,Finance,422673,Miculan,Xiong,1/1/9999
d003,Human Resources,422673,Miculan,Xiong,1/1/9999
d004,Production,422676,Wissmann,Udaiprakash,1/1/9999
d004,Production,422677,Staylopatis,Arra,1/1/9999
d004,Production,422685,Oxman,Reinhard,1/1/9999
d002,Finance,422696,Botman,Debatosh,1/1/9999
d001,Marketing,422736,Bugaenko,Clyde,1/1/9999
d003,Human Resources,422736,Bugaenko,Clyde,1/1/9999
d005,Development,422744,Panwar,Francoise,1/1/9999
d004,Production,422769,Ginneken,Amstein,1/1/9999
d005,Development,422775,Emmart,Moto,1/1/9999
d002,Finance,422782,Czaja,JiYoung,1/1/9999
d007,Sales,422782,Czaja,JiYoung,1/1/9999
d004,Production,422784,Breugel,Gererd,1/1/9999
d007,Sales,422812,Pashtan,Akeno,1/1/9999
d005,Development,422851,Muhlberg,Basant,1/1/9999
d008,Research,422872,Chappelet,Morrie,1/1/9999
d003,Human Resources,422877,Speel,Haldun,1/1/9999
d002,Finance,422879,Merle,Torsten,1/1/9999
d001,Marketing,422896,Kulisch,Kristin,1/1/9999
d005,Development,422906,Denny,Susumu,1/1/9999
d008,Research,422906,Denny,Susumu,1/1/9999
d004,Production,422926,Ouhyoung,Bernardo,1/1/9999
d007,Sales,422938,Taneja,Shuho,1/1/9999
d009,Customer Service,422949,Stentiford,Vishv,1/1/9999
d002,Finance,422950,Uhrik,Sampalli,1/1/9999
d004,Production,422960,Baezner,Naftaly,1/1/9999
d007,Sales,422979,Shihab,Kiyokazu,1/1/9999
d008,Research,422995,Pezzoli,Gro,1/1/9999
d006,Quality Management,423004,Saoudi,Stepehn,1/1/9999
d007,Sales,423005,Furedi,Chenyi,1/1/9999
d005,Development,423007,Przulj,DAIDA,1/1/9999
d008,Research,423007,Przulj,DAIDA,1/1/9999
d002,Finance,423010,Aumann,Rasikan,1/1/9999
d003,Human Resources,423024,Usdin,Khosrow,1/1/9999
d007,Sales,423032,Katiyar,Yolla,1/1/9999
d009,Customer Service,423050,Schueller,Jianwen,1/1/9999
d007,Sales,423093,Kadhim,Dannz,1/1/9999
d008,Research,423102,Heyers,Shir,1/1/9999
d008,Research,423104,McConalogue,Annemarie,1/1/9999
d007,Sales,423126,Scallan,Valeri,1/1/9999
d004,Production,423135,Wegerle,IEEE,1/1/9999
d006,Quality Management,423135,Wegerle,IEEE,1/1/9999
d003,Human Resources,423150,Schonegge,Constantijn,1/1/9999
d008,Research,423168,Oehlmann,Faiza,1/1/9999
d007,Sales,423171,Mandell,Francesca,1/1/9999
d005,Development,423191,Siksek,Kasturi,1/1/9999
d005,Development,423200,Langford,Doohun,1/1/9999
d007,Sales,423226,Szmurlo,Tadahiro,1/1/9999
d005,Development,423241,Litvinov,Nadjib,1/1/9999
d007,Sales,423243,Lammel,Gill,1/1/9999
d007,Sales,423251,Zolotykh,Maia,1/1/9999
d004,Production,423272,Molenaar,Khun,1/1/9999
d004,Production,423275,Jeansoulin,Franziska,1/1/9999
d003,Human Resources,423304,Willoner,Angel,1/1/9999
d009,Customer Service,423308,Esposito,Tsz,1/1/9999
d004,Production,423311,Zeidenstein,Chikako,1/1/9999
d004,Production,423317,Warwick,Lenore,1/1/9999
d005,Development,423323,Ventosa,Aiman,1/1/9999
d008,Research,423323,Ventosa,Aiman,1/1/9999
d005,Development,423326,Cullers,Idoia,1/1/9999
d007,Sales,423338,Rosiles,Chuanti,1/1/9999
d004,Production,423344,Brobst,Tse,1/1/9999
d004,Production,423348,Perng,Shaibal,1/1/9999
d006,Quality Management,423349,Kuhnemann,Huiqun,1/1/9999
d002,Finance,423352,Isard,Shigehiro,1/1/9999
d007,Sales,423371,Qiwen,Jamaludin,1/1/9999
d001,Marketing,423373,Schwartzburd,Golgen,1/1/9999
d007,Sales,423388,Byoun,Hiroyasu,1/1/9999
d005,Development,423397,Ghelli,Masami,1/1/9999
d009,Customer Service,423399,Falck,Gina,1/1/9999
d003,Human Resources,423406,Barbanera,Yuuichi,1/1/9999
d005,Development,423412,Spelt,Kwok,1/1/9999
d005,Development,423418,Brendel,Guttorm,1/1/9999
d005,Development,423424,Foong,Nobuyoshi,1/1/9999
d007,Sales,423434,Shackell,Uta,1/1/9999
d005,Development,423443,Camarinopoulos,Chenye,1/1/9999
d005,Development,423454,Vandervoorde,Achilleas,1/1/9999
d005,Development,423464,Rodier,Shiv,1/1/9999
d005,Development,423466,Zhang,Magy,1/1/9999
d006,Quality Management,423468,Heuser,Leandro,1/1/9999
d006,Quality Management,423477,Beznosov,Martina,1/1/9999
d005,Development,423479,Hambrick,Rosine,1/1/9999
d007,Sales,423484,Mersereau,Geoffrey,1/1/9999
d008,Research,423497,Driscoll,Luisa,1/1/9999
d005,Development,423526,Choobineh,Adly,1/1/9999
d008,Research,423536,Coney,Toshimo,1/1/9999
d004,Production,423538,Schieder,Shuky,1/1/9999
d005,Development,423543,Acton,Oldrich,1/1/9999
d004,Production,423565,Gurbaxani,Srinidhi,1/1/9999
d003,Human Resources,423570,Ullian,Suebskul,1/1/9999
d001,Marketing,423579,Etalle,Gopalakrishnan,1/1/9999
d007,Sales,423592,Azuma,Chenxi,1/1/9999
d007,Sales,423596,Heystek,Lokesh,1/1/9999
d002,Finance,423605,Tanemo,Hiroyasu,1/1/9999
d005,Development,423607,Suwa,Deborah,1/1/9999
d008,Research,423607,Suwa,Deborah,1/1/9999
d004,Production,423620,Gulla,Mingdong,1/1/9999
d004,Production,423625,Candan,Marc,1/1/9999
d003,Human Resources,423632,Pocchiola,Masoud,1/1/9999
d004,Production,423669,Lakshmanan,Ung,1/1/9999
d005,Development,423669,Lakshmanan,Ung,1/1/9999
d004,Production,423679,Azuma,Xiaobin,1/1/9999
d005,Development,423689,Schlumberger,Xudong,1/1/9999
d005,Development,423691,Hanratty,Alain,1/1/9999
d009,Customer Service,423693,Zweizig,Randi,1/1/9999
d004,Production,423701,Bellone,Yinlin,1/1/9999
d007,Sales,423702,Iivonen,Parke,1/1/9999
d005,Development,423705,Kaelbling,Christ,1/1/9999
d007,Sales,423720,Maierhofer,Barry,1/1/9999
d002,Finance,423725,Belinskaya,Dines,1/1/9999
d004,Production,423728,Murtafg,Denny,1/1/9999
d004,Production,423732,Delgrange,Barry,1/1/9999
d003,Human Resources,423734,Montresor,Huan,1/1/9999
d005,Development,423738,Weiland,Mantis,1/1/9999
d005,Development,423756,Schlumberger,Huican,1/1/9999
d004,Production,423757,Baezner,Katsuyuki,1/1/9999
d004,Production,423768,Asmuth,Limsoon,1/1/9999
d006,Quality Management,423777,Roccetti,Tomofumi,1/1/9999
d005,Development,423803,Beilner,Xuejun,1/1/9999
d007,Sales,423807,Rikino,Barry,1/1/9999
d004,Production,423823,Demian,Yucel,1/1/9999
d009,Customer Service,423829,Peroz,Chenxi,1/1/9999
d005,Development,423830,Menhoudj,Maya,1/1/9999
d002,Finance,423835,Trachtenberg,Clyde,1/1/9999
d004,Production,423844,Smeets,Masadi,1/1/9999
d004,Production,423848,Zambonelli,Taizo,1/1/9999
d004,Production,423876,Gustavson,Amstein,1/1/9999
d004,Production,423877,Salverda,Stella,1/1/9999
d005,Development,423893,Gerteisen,Fumino,1/1/9999
d008,Research,423893,Gerteisen,Fumino,1/1/9999
d002,Finance,423897,Baezner,Jacopo,1/1/9999
